m_c_report_log_d.app_id,m_c_report_log_d.user_id,m_c_report_log_d.resource_id,m_c_report_log_d.product_id,m_c_report_log_d.cpg,m_c_report_log_d.fpg,m_c_report_log_d.user_agent,m_c_report_log_d.client,m_c_report_log_d.province,m_c_report_log_d.is_pay,m_c_report_log_d.visited_at,m_c_report_log_d.statdate
appgp6EDV1w6936,u_5beeea65f33e0_j9UwuHEyRy,v_5aaa4421a6cf9_tcRXj8Dp,p_5aab1f3e3512c_tWwmFgVG,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; M5 Note Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/8532 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:32:54.0,20181117
appO0iOt6km4918,u_5beef135c6d55_g8s4h4csFK,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1; vivo V3M A Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/8708 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,江苏省,0,2018-11-17 00:32:54.0,20181117
app6Wf7NMsr4708,u_5a885dd7a3d91_ImAExKnF9Y,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,湖北省,1,2018-11-17 00:32:54.0,20181117
app2NDsCwHP7842,u_5be9825737758_t416fxaNf5,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.6.7.1320(0x26060734) NetType/WIFI Language/zh_CN",1,四川省,1,2018-11-17 00:32:54.0,20181117
app6Wf7NMsr4708,u_5a54e7ef71c55_rsqSlAyLrq,p_5b892ae221770_nAuRXym4,p_5b892ae221770_nAuRXym4,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,湖北省,1,2018-11-17 00:32:54.0,20181117
app2NDsCwHP7842,u_5be9825737758_t416fxaNf5,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.6.7.1320(0x26060734) NetType/WIFI Language/zh_CN",1,四川省,1,2018-11-17 00:32:54.0,20181117
appVbg4pzuj7146,u_5ad57cd1d1fae_3Ihi6fheQh,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/6952 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,湖南省,1,2018-11-17 00:32:54.0,20181117
appAYF1gVic4976,u_5bd9266111245_XrcScqLIux,i_5be2985c076ff_3GfGdWqx,p_59351051395fa_mUc2iTkj,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; OPPO R9 Plustm A Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7180 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,辽宁省,0,2018-11-17 00:32:54.0,20181117
app6Wf7NMsr4708,u_5a1bb574eed7d_WodQ8sd0pI,p_5a6ac47fb15d2_E7TGQtrk,p_5a6ac47fb15d2_E7TGQtrk,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河北省,1,2018-11-17 00:32:54.0,20181117
apprWKu3sfY9830,u_5be8c1d6f0042_EU2tpHmN9x,p_5bb35c1bbf249_f39FqlVo,p_5bb35c1bbf249_f39FqlVo,NULL,NULL,"Mozilla/5.0 (Linux; Android 9.0; HMA-AL00 Build/HUAWEIHMA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x260703AA) NetType/4G Language/zh_CN Process/tools",1,江苏省,1,2018-11-17 00:32:54.0,20181117
appaHlqa0RG9496,u_5b78e127bdc0d_zgFOfKSEmV,c_5b57d6ca46697_BKLf10G69917,c_5b57d6ca46697_BKLf10G69917,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2436 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,辽宁省,1,2018-11-17 00:32:54.0,20181117
appb6a9HdOQ7584,u_5be791ad20848_Fpp7fh0yoK,p_5be37821f3d32_smbqsQiG,p_5be37821f3d32_smbqsQiG,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,云南省,1,2018-11-17 00:32:54.0,20181117
appzwjiQuoo3641,u_5beb75afd0c2f_ho0JjeKVUu,l_5be54199e048f_q4AGgzqz,l_5be54199e048f_q4AGgzqz,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO A79 Build/N6F26Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3148 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,湖南省,1,2018-11-17 00:32:54.0,20181117
appuAhZGRFx3075,u_58d31eeccb6d1_dbfKjj4q,p_5b62bccd060d4_4sfkAAZc,p_5b62bccd060d4_4sfkAAZc,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Mobile/15B202 MicroMessenger/6.7.0 NetType/3G Language/zh_CN",1,贵州省,1,2018-11-17 00:32:55.0,20181117
appceCSTI2S7299,u_59fef1feb1684_y2FwArfHRk,l_59fab945dd538_xrFFV9bQ,l_59fab945dd538_xrFFV9bQ,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/9192 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,山东省,0,2018-11-17 00:32:55.0,20181117
appXxe9jf3A1211,u_5be593406f125_e8HzFFbWZc,p_5a49d637aebf6_HVMqKXfp,p_5a49d637aebf6_HVMqKXfp,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.2 NetType/WIFI Language/zh_CN",1,上海,1,2018-11-17 00:32:55.0,20181117
appQNSZ8bta1394,u_5be7ba74ae9c5_pfaxVUo4Z8,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO R9sk Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2284 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_HK Process/tools",1,贵州省,0,2018-11-17 00:32:55.0,20181117
app3v8IZ5Mz2026,u_5bd46ae4a06d6_KpwCgSVnpP,p_5b446adae05fa_bHHmsW55,p_5b446adae05fa_bHHmsW55,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; KNT-AL20 Build/HUAWEIKNT-AL20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4633 MicroMessenger/6.7.3.1360(0x26070339) NetType/3G Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:32:55.0,20181117
appnJALKqkS7963,u_5bc48b1b6ca13_00PjOhyLGo,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HWI-AL00 Build/HUAWEIHWI-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x2607036C) NetType/4G Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:32:55.0,20181117
appsliX1qgY7015,u_5b542615b0d8b_5asEGDukqE,i_5b7ea59d99167_jv8GG8F0,i_5b7ea59d99167_jv8GG8F0,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C114 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/en",1,广东省,0,2018-11-17 00:32:55.0,20181117
appBxnI6qm12021,u_5bea3650008d2_OSDdM3BYd9,a_5bbf13fa6fe1c_zJhWtdzO,p_5b23b4fb6b6c3_Q4iMoEAz,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; MI PAD 4 PLUS Build/OPM1.171019.019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044208 Safari/537.36 MicroMessenger/6.7.3.1360(0x26070333) NetType/WIFI Language/zh_CN Process/tools",1,江西省,1,2018-11-17 00:32:55.0,20181117
appuOkxjE6C6619,u_5a6c92b8dce0a_rlofIbVNVV,p_5af2b9d11913e_3SuqZ1YO,p_5af2b9d11913e_3SuqZ1YO,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; M2017 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MicroMessenger/6.7.2.1340(0x2607023A) NetType/WIFI Language/zh_CN",1,新疆,0,2018-11-17 00:32:55.0,20181117
appe0MEs6qX8480,u_5825f3a7aa120_WMz66KTv,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LON-AL00 Build/HUAWEILON-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7200 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,新疆,1,2018-11-17 00:32:55.0,20181117
appXFN9kGvz4286,u_5b9a3748edc7c_1R8iZQKCsd,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LON-AL00 Build/HUAWEILON-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/9185 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:32:55.0,20181117
appSZ6WBeRl1640,u_5beef07fe3026_xKDu0mgGci,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4118 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,海南省,0,2018-11-17 00:32:55.0,20181117
appvcpfy2s67459,u_5beef136897a2_eXB2v2uCo3,l_5beb831adce69_y6fyL4lF,l_5beb831adce69_y6fyL4lF,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,福建省,0,2018-11-17 00:32:55.0,20181117
appXSJzugtx3248,u_5bd23ebe33cfa_0hc9POrq5v,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11st Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5099 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,浙江省,1,2018-11-17 00:32:55.0,20181117
appBun7msXX5822,u_5bac2341585ef_IaWuzHPHrB,p_5b29a944ecaf5_w6YtfKME,p_5b29a944ecaf5_w6YtfKME,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x26070333) NetType/4G Language/zh_CN Process/tools",1,四川省,1,2018-11-17 00:32:55.0,20181117
appj6Jqk7TI9814,u_5b8d4c8a62fd3_wXnyvpdQCH,p_5b558718cf111_0uuygUB1,p_5b558718cf111_0uuygUB1,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.6.5 NetType/WIFI Language/zh_CN",1,新疆,1,2018-11-17 00:32:55.0,20181117
appRcpQbkpU9624,u_5bd6f36ced9c0_KOm1RVIM5X,l_5be8f47359cc3_9PbwDZQN,l_5be8f47359cc3_9PbwDZQN,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,广东省,0,2018-11-17 00:32:55.0,20181117
appe0MEs6qX8480,u_5beef0cd8234a_EoHLBn7QUU,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; 1607-A01 Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.7.1321(0x26070014) NetType/WIFI Language/zh_CN",1,湖南省,0,2018-11-17 00:32:55.0,20181117
appAYF1gVic4976,u_5bd9266111245_XrcScqLIux,p_59351051395fa_mUc2iTkj,p_59351051395fa_mUc2iTkj,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; OPPO R9 Plustm A Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7180 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,辽宁省,0,2018-11-17 00:32:55.0,20181117
app5iF84pfV8194,u_5b969b6984697_SDkryKPMtI,a_5beeed3636bb9_qy8sG65J,p_5be40af81da2f_N2LkpBgL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4X Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x26070333) NetType/WIFI Language/zh_CN Process/tools",1,广东省,0,2018-11-17 00:32:55.0,20181117
appzazEaBy34184,u_58788c0f3b07b_Ss15wvRK,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,北京,1,2018-11-17 00:32:55.0,20181117
appj6Jqk7TI9814,u_5bedc15708b25_d1IDiOA71r,l_5b5e8265d4cdd_ywrj8Y9L,l_5b5e8265d4cdd_ywrj8Y9L,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LND-AL30 Build/HONORLND-AL30; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/9160 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广西,0,2018-11-17 00:32:55.0,20181117
appo2bR0L9k9490,u_5b928f5e751bd_orkrOV3kyg,p_5bd2aa62b6f14_Zf0s5vVt,p_5bd2aa62b6f14_Zf0s5vVt,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; 1801-A01 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3466 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,陕西省,1,2018-11-17 00:32:55.0,20181117
appHifGrT4H2253,u_5beef1370cb6f_lWHecEqjYi,p_5915b04302a67_QvZfi1Cf,p_5915b04302a67_QvZfi1Cf,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; MI 5X Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1243 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/toolsmp",1,江西省,0,2018-11-17 00:32:55.0,20181117
appzwjiQuoo3641,u_5bead9ca7ffbb_hmRodu5cWS,l_5be54199e048f_q4AGgzqz,p_5be4f51d5fd20_cqSHHpZh,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X; zh-CN) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/16B92 UCBrowser/11.8.8.1060 Mobile  AliApp(TUnionSDK/0.1.20.2)",1,江西省,1,2018-11-17 00:32:55.0,20181117
app0YwvuKEO9579,u_5bd2d5c0ca8bd_zUofIuflIF,a_5bece4a587720_Afc5QY14,p_5b8c858cd6d75_qxG11StF,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; vivo Z1i Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8330 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,福建省,1,2018-11-17 00:32:55.0,20181117
appu6tcyWsf3152,u_5bdae765b33b2_3eaxkqsljX,p_5b1a32bb83f98_UCLjBNKB,p_5b1a32bb83f98_UCLjBNKB,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; STF-AL00 Build/HUAWEISTF-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/zh_CN",1,湖北省,0,2018-11-17 00:32:56.0,20181117
appmo2YgYLf9030,u_5bbf7b53e04d4_iJwzwivIfK,a_5bed1cb900a4b_RVAN2qPr,p_5a717cb24176d_qUsIkIFD,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; BAC-AL00 Build/HUAWEIBAC-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5272 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,湖北省,1,2018-11-17 00:32:56.0,20181117
appKdLySkLo2514,u_5b37be72b9667_wpDwdComBw,v_5be564ca11228_KHBsddUR,p_5a38c8e431496_5doDuSGz,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HWI-AL00 Build/HUAWEIHWI-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/7668 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:32:56.0,20181117
appI3ilM7Z33810,u_5be3d263e12cd_tSHN5Ez2Wk,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.6.7 NetType/WIFI Language/zh_CN",1,北京,1,2018-11-17 00:32:56.0,20181117
app3dWWDmjD4597,u_5aef16f30aae4_1q6CJI5lNq,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,陕西省,1,2018-11-17 00:32:56.0,20181117
appHpy6cn5l1237,u_5a1c2364162c6_B7yBfxmPg5,p_59f5d60621720_PLG5ONv2,p_59f5d60621720_PLG5ONv2,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; MI NOTE LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8432 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,0,2018-11-17 00:32:56.0,20181117
app8AS5iVYx2880,u_5b95d940d1733_shQycP0AM1,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:32:56.0,20181117
appvWREpkgi6643,u_5ad61bd0d782e_kYtyBZ3GW2,c_59acc87899fe5_jKh8bGgM7262,c_59acc87899fe5_jKh8bGgM7262,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.7.2 NetType/4G Language/zh_CN",1,重庆,1,2018-11-17 00:32:56.0,20181117
appuAhZGRFx3075,u_596ebf08c3711_Yr9AhlfL,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; CLT-AL00 Build/HUAWEICLT-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/369 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,新疆,1,2018-11-17 00:32:56.0,20181117
app2NDsCwHP7842,u_5be9825737758_t416fxaNf5,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.6.7.1320(0x26060734) NetType/WIFI Language/zh_CN",1,四川省,1,2018-11-17 00:32:56.0,20181117
app6Wf7NMsr4708,u_5b817c119eb86_Cpuds4S3tP,v_5a6b316ca6245_AWMJU626,p_5a3b1b8107485_sgGbKIYj,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; PAR-AL00 Build/HUAWEIPAR-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/3050 MicroMessenger/6.7.3.1360(0x2607033A) NetType/WIFI Language/zh_CN Process/tools",1,湖北省,1,2018-11-17 00:32:56.0,20181117
app83NkGEBj1906,u_5b01849e263ab_JjJC5aLaUp,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G9500 Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 MicroMessenger/6.7.3.1341(0x26070340) NetType/WIFI Language/en Process/tools",1,香港,0,2018-11-17 00:32:56.0,20181117
app8ykGhiEv9350,u_58c09e85eefd4_BWkAb839,v_5b8fa6c4effc3_KlyQCREr,p_5b8cf7ff45c51_5M21wH0k,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; PACT00 Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3017 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:32:56.0,20181117
appG1VMUALC2470,86372,a_5b88a170849bb_rFXmPEDW,p_5b46c1880fd97_0azRzHY8,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; ALP-AL00 Build/HUAWEIALP-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3913 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广西,1,2018-11-17 00:32:56.0,20181117
appz8yaWfdt4298,u_5bdf9983587c4_D8IfEHtb9c,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; PAR-AL00 Build/HUAWEIPAR-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044204 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/4G Language/zh_CN",1,湖北省,0,2018-11-17 00:32:56.0,20181117
